opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,industry,won,amount,days_to_deadline,employee_win_rate,industry_encoded,is_repeat_customer,priority_encoded
4TEO0LE1,Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,2017-02-07,2017-03-28,1062.0,Shipping,1,1062.0,49,0.6288659793814433,5,1,0
5P82H5AA,Reed Clapper,MG Advanced,Zotware,Won,2017-02-07,2017-03-23,3695.0,Banking,1,3695.0,44,0.6540084388185654,0,1,1
BN8UTT8O,Rosie Papadopoulos,MG Special,Condax,Lost,2017-02-07,2017-06-04,0.0,Banking,0,0.0,117,0.6446280991735537,0,1,0
V751HK8R,Versie Hillebrand,MG Special,Finhigh,Won,2017-02-07,2017-06-03,60.0,Banking,1,60.0,116,0.6666666666666666,0,1,2
H4TBCR80,Vicki Laflamme,GTXPro,Groovestreet,Lost,2017-02-07,2017-05-28,0.0,Retail,0,0.0,110,0.6368876080691642,4,1,0
QWL218JV,Vicki Laflamme,MG Advanced,Singletechno,Won,2017-02-07,2017-06-13,2919.0,Retail,1,2919.0,126,0.6368876080691642,4,1,2
12M4HB7G,Cassey Cress,GTX Basic,Plussunin,Won,2017-02-08,2017-05-01,623.0,Energy,1,623.0,82,0.6245210727969349,1,1,2
1XVTUE5J,Corliss Cosme,MG Special,Umbrella Corporation,Lost,2017-02-08,2017-03-31,0.0,Public Sector,0,0.0,51,0.6550218340611353,3,1,0
3VKO28KR,Darcel Schlecht,MG Advanced,Scottech,Lost,2017-02-08,2017-05-04,0.0,Banking,0,0.0,85,0.6311030741410488,0,1,1
5IES0B4B,James Ascencio,MG Special,Scotfind,Won,2017-02-08,2017-05-04,49.0,Telecom,1,49.0,85,0.6553398058252428,6,1,2
HUFYU0AT,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-02-08,2017-05-24,0.0,Retail,0,0.0,105,0.6477272727272727,4,1,0
GMI6XZ4O,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-02-08,2017-05-04,612.0,Telecom,1,612.0,85,0.6477272727272727,6,1,0
YOQCQ4UO,Kami Bicknell,GTX Basic,Hottechi,Won,2017-02-08,2017-03-18,534.0,Public Sector,1,534.0,38,0.6397058823529411,3,1,1
KOZTDBJ5,Kami Bicknell,GTX Plus Basic,Condax,Won,2017-02-08,2017-06-07,1103.0,Banking,1,1103.0,119,0.6397058823529411,0,1,2
8NMPO9K3,Lajuana Vencill,GTX Basic,Conecom,Won,2017-02-08,2017-05-10,582.0,Shipping,1,582.0,91,0.5497835497835498,5,1,2
PU7GV4MK,Marty Freudenburg,MG Advanced,Condax,Lost,2017-02-08,2017-05-13,0.0,Banking,0,0.0,94,0.6288659793814433,0,1,0
RCQDGE4W,Marty Freudenburg,GTX Plus Pro,Cancity,Won,2017-02-08,2017-05-04,6292.0,Public Sector,1,6292.0,85,0.6288659793814433,3,1,0
ZT832XIR,Niesha Huffines,MG Special,Funholding,Lost,2017-02-08,2017-06-25,0.0,Retail,0,0.0,137,0.6,4,1,1
I995O4XJ,Rosalina Dieter,MG Special,Groovestreet,Won,2017-02-08,2017-05-24,63.0,Retail,1,63.0,105,0.6545454545454545,4,1,1
EOXZGSX9,Versie Hillebrand,MG Advanced,Globex Corporation,Won,2017-02-08,2017-05-13,3522.0,Retail,1,3522.0,94,0.6666666666666666,4,1,2
PW5OGY78,Vicki Laflamme,MG Special,Konex,Lost,2017-02-08,2017-05-29,0.0,Public Sector,0,0.0,110,0.6368876080691642,3,1,2
NJCSG7MX,Vicki Laflamme,GTX Basic,Plexzap,Won,2017-02-08,2017-05-04,532.0,Manufacturing,1,532.0,85,0.6368876080691642,2,1,0
ZYRF768H,Violet Mclelland,MG Special,Iselectrics,Lost,2017-02-08,2017-05-04,0.0,Energy,0,0.0,85,0.6321243523316062,1,1,2
5Q8BQ64R,Wilburn Farren,MG Advanced,Kinnamplus,Won,2017-02-08,2017-05-22,3645.0,Telecom,1,3645.0,103,0.6962025316455697,6,1,1
ZNNBFAKF,Zane Levy,GTXPro,Y-corporation,Lost,2017-02-08,2017-05-10,0.0,Manufacturing,0,0.0,91,0.6168582375478927,2,1,1
L47EPGVT,Anna Snelling,GTX Plus Pro,Gogozoom,Won,2017-02-09,2017-03-01,4760.0,Telecom,1,4760.0,20,0.6190476190476191,6,1,0
9GENDMWA,Corliss Cosme,GTX Basic,Betasoloin,Won,2017-02-09,2017-05-25,603.0,Banking,1,603.0,105,0.6550218340611353,0,1,1
DHACLHPS,Daniell Hammack,GTX Basic,Bioplex,Lost,2017-02-09,2017-05-22,0.0,Retail,0,0.0,102,0.6096256684491979,4,1,1
GKLE0CDI,Daniell Hammack,MG Advanced,Yearin,Won,2017-02-09,2017-03-02,3249.0,Retail,1,3249.0,21,0.6096256684491979,4,1,1
E9DJS1D8,Darcel Schlecht,GTXPro,Dontechi,Lost,2017-02-09,2017-03-17,0.0,Shipping,0,0.0,36,0.6311030741410488,5,1,1
22ZJM20V,Darcel Schlecht,GTXPro,Statholdings,Lost,2017-02-09,2017-05-18,0.0,Manufacturing,0,0.0,98,0.6311030741410488,2,1,0
C47Z92AG,Darcel Schlecht,GTXPro,Zumgoity,Lost,2017-02-09,2017-05-09,0.0,Public Sector,0,0.0,89,0.6311030741410488,3,1,0
XT9YNOV2,Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2017-02-09,2017-06-11,5724.0,Shipping,1,5724.0,122,0.5745454545454546,5,1,2
TMZQX7F8,Hayden Neloms,GTX Plus Basic,Groovestreet,Lost,2017-02-09,2017-05-02,0.0,Retail,0,0.0,82,0.7039473684210527,4,1,1
5JHSTFEZ,Hayden Neloms,GTX Plus Basic,Plexzap,Lost,2017-02-09,2017-05-11,0.0,Manufacturing,0,0.0,91,0.7039473684210527,2,1,2
BAOSO1I2,Kary Hendrixson,GTX Basic,Faxquote,Won,2017-02-09,2017-05-02,516.0,Telecom,1,516.0,82,0.6238805970149254,6,1,0
IZDF2RTL,Marty Freudenburg,GTX Plus Basic,Rangreen,Won,2017-02-09,2017-05-27,1050.0,Energy,1,1050.0,107,0.6288659793814433,1,1,0
F61DLVRS,Maureen Marcano,GTX Plus Pro,Plexzap,Won,2017-02-09,2017-05-23,4519.0,Manufacturing,1,4519.0,103,0.6995305164319249,2,1,0
80F0J70G,Niesha Huffines,GTX Basic,Funholding,Lost,2017-02-09,2017-05-25,0.0,Retail,0,0.0,105,0.6,4,1,0
S9W53L4L,Niesha Huffines,GTX Basic,Dontechi,Won,2017-02-09,2017-06-05,672.0,Shipping,1,672.0,116,0.6,5,1,0
12OQKSVK,Reed Clapper,GTX Plus Basic,Mathtouch,Won,2017-02-09,2017-03-20,896.0,Energy,1,896.0,39,0.6540084388185654,1,1,0
VC94R5H8,Vicki Laflamme,GTX Basic,Konex,Won,2017-02-09,2017-03-23,587.0,Public Sector,1,587.0,42,0.6368876080691642,3,1,0
XTKIX6I4,Vicki Laflamme,MG Advanced,Sonron,Won,2017-02-09,2017-06-13,3426.0,Manufacturing,1,3426.0,124,0.6368876080691642,2,1,1
MSE1UXKU,Cassey Cress,GTXPro,Ontomedia,Won,2017-02-10,2017-03-20,5021.0,Manufacturing,1,5021.0,38,0.6245210727969349,2,1,2
HM334UL2,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2017-02-10,2017-03-30,1126.0,Energy,1,1126.0,48,0.6311030741410488,1,1,0
L4124UJG,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-02-10,2017-05-15,5473.0,Public Sector,1,5473.0,94,0.5745454545454546,3,1,1
DR2QE1RW,Elease Gluck,MG Special,Sunnamplex,Lost,2017-02-10,2017-05-30,0.0,Public Sector,0,0.0,109,0.6349206349206349,3,1,1
FD8YL177,Elease Gluck,MG Special,Rantouch,Won,2017-02-10,2017-05-09,51.0,Energy,1,51.0,88,0.6349206349206349,1,1,2
UU21EYFN,Kami Bicknell,GTX Basic,Sonron,Won,2017-02-10,2017-03-06,563.0,Manufacturing,1,563.0,24,0.6397058823529411,2,1,0
OBDRD0AD,Lajuana Vencill,GTX Basic,Isdom,Lost,2017-02-10,2017-05-26,0.0,Retail,0,0.0,105,0.5497835497835498,4,1,2
NSGEM06J,Reed Clapper,GTX Basic,Opentech,Lost,2017-02-10,2017-05-14,0.0,Retail,0,0.0,93,0.6540084388185654,4,1,0
QSQ42Q6M,Reed Clapper,MG Advanced,Kan-code,Won,2017-02-10,2017-06-15,2928.0,Public Sector,1,2928.0,125,0.6540084388185654,3,1,1
PCBA3KAV,Reed Clapper,MG Advanced,Zathunicon,Won,2017-02-10,2017-06-05,3618.0,Retail,1,3618.0,115,0.6540084388185654,4,1,1
ZBBMGEV4,Darcel Schlecht,GTX Plus Basic,Inity,Won,2017-02-11,2017-05-16,1189.0,Manufacturing,1,1189.0,94,0.6311030741410488,2,1,1
TYSORYA9,Donn Cantrell,GTX Basic,Donquadtech,Lost,2017-02-11,2017-05-07,0.0,Shipping,0,0.0,85,0.5745454545454546,5,1,1
ULVXOPG3,Elease Gluck,MG Special,Hatfan,Won,2017-02-11,2017-05-22,60.0,Public Sector,1,60.0,100,0.6349206349206349,3,1,2
G0R305KO,Jonathan Berthelot,GTX Plus Basic,Statholdings,Lost,2017-02-11,2017-05-11,0.0,Manufacturing,0,0.0,89,0.6477272727272727,2,1,0
ZDZGCWX7,Kami Bicknell,GTX Basic,Cheers,Won,2017-02-11,2017-06-22,545.0,Telecom,1,545.0,131,0.6397058823529411,6,1,0
PQJZ5Z3R,Kami Bicknell,MG Advanced,Labdrill,Won,2017-02-11,2017-05-12,3035.0,Energy,1,3035.0,90,0.6397058823529411,1,1,2
7KXTF2Q6,Kary Hendrixson,GTX Basic,Konex,Won,2017-02-11,2017-06-23,584.0,Public Sector,1,584.0,132,0.6238805970149254,3,1,0
WZVE1NTM,Markita Hansen,MG Special,Scotfind,Lost,2017-02-11,2017-05-15,0.0,Telecom,0,0.0,93,0.5726872246696035,6,1,1
M6UEZLOQ,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-02-11,2017-06-23,1069.0,Telecom,1,1069.0,132,0.6995305164319249,6,1,0
D6T5MM04,Maureen Marcano,GTX Plus Basic,Xx-holding,Won,2017-02-11,2017-06-22,1035.0,Telecom,1,1035.0,131,0.6995305164319249,6,1,1
9GCJGVY7,Rosie Papadopoulos,GTXPro,Ganjaflex,Lost,2017-02-11,2017-03-02,0.0,Retail,0,0.0,19,0.6446280991735537,4,1,2
5QBQMEY5,Vicki Laflamme,GTXPro,Scotfind,Won,2017-02-11,2017-03-24,4510.0,Telecom,1,4510.0,41,0.6368876080691642,6,1,0
9JKVM4BK,Violet Mclelland,GTX Plus Basic,Vehement Capital Partners,Lost,2017-02-11,2017-06-05,0.0,Banking,0,0.0,114,0.6321243523316062,0,1,2
14PBBHSE,Violet Mclelland,MG Special,Zotware,Won,2017-02-11,2017-05-08,49.0,Banking,1,49.0,86,0.6321243523316062,0,1,0
P1KS5YFX,Anna Snelling,MG Special,Rundofase,Won,2017-02-12,2017-06-07,59.0,Public Sector,1,59.0,115,0.6190476190476191,3,1,1
7R4VL3Q8,Cassey Cress,GTXPro,Kan-code,Won,2017-02-12,2017-03-04,4705.0,Public Sector,1,4705.0,20,0.6245210727969349,3,1,2
3MNZF5ZK,Cecily Lampkin,GTX Plus Pro,Zumgoity,Won,2017-02-12,2017-06-03,5148.0,Public Sector,1,5148.0,111,0.66875,3,1,0
52SANIGE,Corliss Cosme,GTXPro,Ganjaflex,Won,2017-02-12,2017-05-08,4833.0,Retail,1,4833.0,85,0.6550218340611353,4,1,1
73SY9EU8,Daniell Hammack,GTXPro,Mathtouch,Won,2017-02-12,2017-05-31,4664.0,Energy,1,4664.0,108,0.6096256684491979,1,1,2
HVM656P3,Donn Cantrell,GTX Basic,Plussunin,Won,2017-02-12,2017-05-12,475.0,Energy,1,475.0,89,0.5745454545454546,1,1,2
U2SW8DT1,Hayden Neloms,MG Advanced,Labdrill,Won,2017-02-12,2017-06-13,3807.0,Energy,1,3807.0,121,0.7039473684210527,1,1,0
XMH4CH4Q,Jonathan Berthelot,GTX Basic,Stanredtax,Won,2017-02-12,2017-05-21,518.0,Retail,1,518.0,98,0.6477272727272727,4,1,0
UNLIS3RY,Kami Bicknell,GTX Plus Basic,Dalttechnology,Won,2017-02-12,2017-05-09,1050.0,Shipping,1,1050.0,86,0.6397058823529411,5,1,0
GVFQXZLL,Maureen Marcano,GTXPro,Y-corporation,Won,2017-02-12,2017-05-24,4596.0,Manufacturing,1,4596.0,101,0.6995305164319249,2,1,1
NRYC7T45,Zane Levy,GTX Basic,Y-corporation,Won,2017-02-12,2017-05-05,618.0,Manufacturing,1,618.0,82,0.6168582375478927,2,1,0
ZVR3I3F0,Zane Levy,MG Advanced,Singletechno,Won,2017-02-12,2017-05-02,3460.0,Retail,1,3460.0,79,0.6168582375478927,4,1,2
2TKQ8B78,Daniell Hammack,GTX Plus Pro,Ontomedia,Won,2017-02-13,2017-05-21,5751.0,Manufacturing,1,5751.0,97,0.6096256684491979,2,1,2
OZ5O64KJ,Darcel Schlecht,GTX Plus Pro,Konmatfix,Won,2017-02-13,2017-05-28,5639.0,Shipping,1,5639.0,104,0.6311030741410488,5,1,0
WXCW16QT,Donn Cantrell,GTX Plus Pro,Bioplex,Lost,2017-02-13,2017-06-02,0.0,Retail,0,0.0,109,0.5745454545454546,4,1,0
UCXCUP1U,Garret Kinder,GTX Plus Pro,Zencorporation,Won,2017-02-13,2017-05-18,4766.0,Shipping,1,4766.0,94,0.6097560975609756,5,1,2
9ERRIZKG,Kami Bicknell,GTX Plus Basic,Scotfind,Lost,2017-02-13,2017-05-09,0.0,Telecom,0,0.0,85,0.6397058823529411,6,1,1
CKLYIFLY,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-02-13,2017-05-11,589.0,Retail,1,589.0,87,0.6238805970149254,4,1,0
6VDLCBYU,Marty Freudenburg,GTX Plus Pro,Finhigh,Lost,2017-02-13,2017-05-31,0.0,Banking,0,0.0,107,0.6288659793814433,0,1,0
XYBPUC2H,Moses Frase,GTX Basic,Hottechi,Lost,2017-02-13,2017-05-16,0.0,Public Sector,0,0.0,92,0.6615384615384615,3,1,2
I3MC9XZC,Violet Mclelland,GTX Basic,Massive Dynamic,Won,2017-02-13,2017-05-18,533.0,Banking,1,533.0,94,0.6321243523316062,0,1,0
L5T2HKKO,Anna Snelling,GTX Basic,Conecom,Lost,2017-02-14,2017-05-05,0.0,Shipping,0,0.0,80,0.6190476190476191,5,1,1
6CEEGQ8I,Anna Snelling,MG Special,Domzoom,Won,2017-02-14,2017-05-30,63.0,Retail,1,63.0,105,0.6190476190476191,4,1,2
P2LY9NFN,Cassey Cress,GTXPro,Bioplex,Won,2017-02-14,2017-05-08,4942.0,Retail,1,4942.0,83,0.6245210727969349,4,1,0
94GCWI08,Darcel Schlecht,GTXPro,dambase,Won,2017-02-14,2017-06-12,4650.0,Retail,1,4650.0,118,0.6311030741410488,4,1,2
GUMQTC3J,Darcel Schlecht,GTXPro,Konmatfix,Won,2017-02-14,2017-06-16,4829.0,Shipping,1,4829.0,122,0.6311030741410488,5,1,0
U64RT0UF,Donn Cantrell,GTX Plus Basic,Betasoloin,Won,2017-02-14,2017-05-29,987.0,Banking,1,987.0,104,0.5745454545454546,0,1,0
RWGSCFHR,Donn Cantrell,GTX Plus Pro,Gekko & Co,Won,2017-02-14,2017-03-02,4246.0,Telecom,1,4246.0,16,0.5745454545454546,6,1,0
GEBVQH17,Donn Cantrell,GTX Plus Pro,Iselectrics,Won,2017-02-14,2017-05-06,5702.0,Energy,1,5702.0,81,0.5745454545454546,1,1,1
3OVJXUSB,Donn Cantrell,MG Advanced,Silis,Won,2017-02-14,2017-06-14,2981.0,Public Sector,1,2981.0,120,0.5745454545454546,3,1,1
KQPY8LLI,Gladys Colclough,MG Advanced,Hottechi,Lost,2017-02-14,2017-05-13,0.0,Public Sector,0,0.0,88,0.5818965517241379,3,1,2
DC7COE9W,Hayden Neloms,MG Advanced,Konex,Won,2017-02-14,2017-05-01,2873.0,Public Sector,1,2873.0,76,0.7039473684210527,3,1,0
3LED0EK3,Jonathan Berthelot,MG Advanced,Treequote,Lost,2017-02-14,2017-05-11,0.0,Retail,0,0.0,86,0.6477272727272727,4,1,0
G4MKT3AE,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,2017-02-14,2017-05-07,0.0,Banking,0,0.0,82,0.6446280991735537,0,1,1
GQ125FX0,Versie Hillebrand,GTX Basic,Gogozoom,Won,2017-02-14,2017-06-03,528.0,Telecom,1,528.0,109,0.6666666666666666,6,1,0
JO52QXJ0,Versie Hillebrand,GTX Plus Basic,Scottech,Won,2017-02-14,2017-06-18,1199.0,Banking,1,1199.0,124,0.6666666666666666,0,1,1
PQ2VF873,Zane Levy,GTXPro,Zoomit,Lost,2017-02-14,2017-03-01,0.0,Energy,0,0.0,15,0.6168582375478927,1,1,0
N6H58J55,Anna Snelling,GTX Basic,Streethex,Lost,2017-02-15,2017-05-13,0.0,Banking,0,0.0,87,0.6190476190476191,0,1,2
WR6Q2X53,Darcel Schlecht,GTX Plus Pro,Streethex,Lost,2017-02-15,2017-05-08,0.0,Banking,0,0.0,82,0.6311030741410488,0,1,0
8O1WNJBA,Garret Kinder,GTX Basic,Bluth Company,Lost,2017-02-15,2017-03-23,0.0,Energy,0,0.0,36,0.6097560975609756,1,1,0
X1LAD57Y,Garret Kinder,GTX Plus Pro,Ontomedia,Lost,2017-02-15,2017-03-04,0.0,Manufacturing,0,0.0,17,0.6097560975609756,2,1,1
E2NXQUWO,Garret Kinder,MG Advanced,Ganjaflex,Won,2017-02-15,2017-03-06,3507.0,Retail,1,3507.0,19,0.6097560975609756,4,1,0
MEZLJGRB,James Ascencio,GTX Basic,Fasehatice,Lost,2017-02-15,2017-05-20,0.0,Telecom,0,0.0,94,0.6553398058252428,6,1,0
M1QKPX6R,James Ascencio,GTXPro,Green-Plus,Won,2017-02-15,2017-05-21,4542.0,Retail,1,4542.0,95,0.6553398058252428,4,1,1
X6LO8WPD,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-02-15,2017-05-28,505.0,Retail,1,505.0,102,0.6477272727272727,4,1,2
S8WV5MUC,Kary Hendrixson,GTX Plus Basic,Cheers,Lost,2017-02-15,2017-05-07,0.0,Telecom,0,0.0,81,0.6238805970149254,6,1,2
R7JI95HZ,Markita Hansen,GTXPro,Sonron,Lost,2017-02-15,2017-05-31,0.0,Manufacturing,0,0.0,105,0.5726872246696035,2,1,1
CVKLHZEO,Moses Frase,GTX Basic,Genco Pura Olive Oil Company,Won,2017-02-15,2017-05-13,455.0,Manufacturing,1,455.0,87,0.6615384615384615,2,1,1
8KJZJFJ1,Reed Clapper,GTX Basic,Initech,Won,2017-02-15,2017-03-03,537.0,Banking,1,537.0,16,0.6540084388185654,0,1,1
W560QFJL,Reed Clapper,GTX Plus Basic,Opentech,Won,2017-02-15,2017-03-04,1090.0,Retail,1,1090.0,17,0.6540084388185654,4,1,1
TA3PW6ZQ,Versie Hillebrand,MG Advanced,Stanredtax,Lost,2017-02-15,2017-05-24,0.0,Retail,0,0.0,98,0.6666666666666666,4,1,1
2DVE0XCM,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Won,2017-02-15,2017-03-17,60.0,Manufacturing,1,60.0,30,0.6666666666666666,2,1,2
L3UMWAX7,Vicki Laflamme,GTX Plus Basic,Faxquote,Lost,2017-02-15,2017-05-17,0.0,Telecom,0,0.0,91,0.6368876080691642,6,1,2
VOTOT8MK,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-02-16,2017-06-15,6509.0,Energy,1,6509.0,119,0.6245210727969349,1,1,1
Y3ULGUD8,Cecily Lampkin,GTX Plus Basic,Ron-tech,Won,2017-02-16,2017-05-18,1079.0,Manufacturing,1,1079.0,91,0.66875,2,1,0
7350YGG4,Corliss Cosme,GTX Plus Basic,Silis,Won,2017-02-16,2017-05-29,1111.0,Public Sector,1,1111.0,102,0.6550218340611353,3,1,1
2J16RN99,Donn Cantrell,GTXPro,Mathtouch,Lost,2017-02-16,2017-05-21,0.0,Energy,0,0.0,94,0.5745454545454546,1,1,0
BRQRF65L,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-02-16,2017-03-02,462.0,Shipping,1,462.0,14,0.5745454545454546,5,1,1
LB6XW39X,Donn Cantrell,GTX Basic,Xx-zobam,Won,2017-02-16,2017-03-04,555.0,Manufacturing,1,555.0,16,0.5745454545454546,2,1,1
WS9CXY7E,Gladys Colclough,GTX Plus Pro,Conecom,Won,2017-02-16,2017-03-01,6719.0,Shipping,1,6719.0,13,0.5818965517241379,5,1,2
CK0MDHHM,Hayden Neloms,MG Advanced,Faxquote,Won,2017-02-16,2017-06-02,3281.0,Telecom,1,3281.0,106,0.7039473684210527,6,1,0
RNUH1SI8,James Ascencio,MG Advanced,Kan-code,Won,2017-02-16,2017-05-07,3398.0,Public Sector,1,3398.0,80,0.6553398058252428,3,1,0
D54HETSI,Kary Hendrixson,GTXPro,Hottechi,Lost,2017-02-16,2017-05-14,0.0,Public Sector,0,0.0,87,0.6238805970149254,3,1,2
JOQQZ5RH,Marty Freudenburg,GTX Basic,Domzoom,Won,2017-02-16,2017-03-01,608.0,Retail,1,608.0,13,0.6288659793814433,4,1,2
90V75MDV,Niesha Huffines,GTXPro,Globex Corporation,Lost,2017-02-16,2017-05-17,0.0,Retail,0,0.0,90,0.6,4,1,2
LIIBOUUQ,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-02-16,2017-05-30,1187.0,Shipping,1,1187.0,103,0.6540084388185654,5,1,2
UDYSM42B,Violet Mclelland,GTX Plus Pro,Initech,Won,2017-02-16,2017-06-22,5855.0,Banking,1,5855.0,126,0.6321243523316062,0,1,0
F835LA4P,Darcel Schlecht,GTXPro,Cancity,Won,2017-02-17,2017-05-10,5068.0,Public Sector,1,5068.0,82,0.6311030741410488,3,1,0
75Q82XU7,Donn Cantrell,GTX Plus Basic,Gekko & Co,Lost,2017-02-17,2017-06-13,0.0,Telecom,0,0.0,116,0.5745454545454546,6,1,1
2U6QQHCC,James Ascencio,GTX Plus Pro,J-Texon,Won,2017-02-17,2017-06-19,4066.0,Telecom,1,4066.0,122,0.6553398058252428,6,1,1
MMKMJ0WC,Jonathan Berthelot,GTXPro,Isdom,Won,2017-02-17,2017-06-07,4494.0,Retail,1,4494.0,110,0.6477272727272727,4,1,2
CZIXINO2,Kami Bicknell,GTX Basic,Finjob,Lost,2017-02-17,2017-05-04,0.0,Manufacturing,0,0.0,76,0.6397058823529411,2,1,2
HV7Y6184,Kami Bicknell,GTXPro,Nam-zim,Lost,2017-02-17,2017-05-28,0.0,Energy,0,0.0,100,0.6397058823529411,1,1,2
KIHC1QJQ,Kami Bicknell,GTX Basic,Plexzap,Won,2017-02-17,2017-05-09,540.0,Manufacturing,1,540.0,81,0.6397058823529411,2,1,1
VBWQO6BM,Niesha Huffines,MG Advanced,Conecom,Lost,2017-02-17,2017-05-14,0.0,Shipping,0,0.0,86,0.6,5,1,1
LTZCN1RA,Versie Hillebrand,MG Special,Domzoom,Won,2017-02-17,2017-05-19,54.0,Retail,1,54.0,91,0.6666666666666666,4,1,1
YO32O3T9,Zane Levy,GTXPro,Lexiqvolax,Lost,2017-02-17,2017-05-28,0.0,Public Sector,0,0.0,100,0.6168582375478927,3,1,1
8638OV6W,Corliss Cosme,MG Special,Zathunicon,Lost,2017-02-18,2017-05-26,0.0,Retail,0,0.0,97,0.6550218340611353,4,1,1
TTJXSO57,Darcel Schlecht,GTXPro,Hottechi,Lost,2017-02-18,2017-05-20,0.0,Public Sector,0,0.0,91,0.6311030741410488,3,1,1
K4VP5HK4,Donn Cantrell,MG Advanced,Betasoloin,Won,2017-02-18,2017-05-08,3602.0,Banking,1,3602.0,79,0.5745454545454546,0,1,1
10R46CSK,Lajuana Vencill,MG Advanced,Betatech,Won,2017-02-18,2017-05-07,2904.0,Public Sector,1,2904.0,78,0.5497835497835498,3,1,2
VBA34LWX,Markita Hansen,GTX Basic,Sonron,Won,2017-02-18,2017-05-31,571.0,Manufacturing,1,571.0,102,0.5726872246696035,2,1,2
DLJN7WG0,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,2017-02-18,2017-05-30,0.0,Manufacturing,0,0.0,101,0.6288659793814433,2,1,2
FJCCTOPN,Reed Clapper,GTX Basic,Zathunicon,Won,2017-02-18,2017-06-18,492.0,Retail,1,492.0,120,0.6540084388185654,4,1,2
LR6USOHL,Reed Clapper,GTXPro,Zathunicon,Won,2017-02-18,2017-05-27,4545.0,Retail,1,4545.0,98,0.6540084388185654,4,1,1
5VAV2TUY,Versie Hillebrand,GTX Plus Pro,Cancity,Won,2017-02-18,2017-03-25,5614.0,Public Sector,1,5614.0,35,0.6666666666666666,3,1,0
HTD2ME9C,Anna Snelling,GTX Plus Pro,Betatech,Won,2017-02-19,2017-06-12,5370.0,Public Sector,1,5370.0,113,0.6190476190476191,3,1,1
GHUCMUPL,Boris Faz,GTX Basic,Zencorporation,Won,2017-02-19,2017-05-02,550.0,Shipping,1,550.0,72,0.6601307189542484,5,1,0
1LKY3B4X,Cassey Cress,GTX Plus Basic,Yearin,Won,2017-02-19,2017-03-02,1011.0,Retail,1,1011.0,11,0.6245210727969349,4,1,2
7Y5E0RDL,Corliss Cosme,MG Special,Sumace,Won,2017-02-19,2017-06-18,56.0,Energy,1,56.0,119,0.6550218340611353,1,1,1
BEQIZZ7W,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-02-19,2017-03-04,1217.0,Telecom,1,1217.0,13,0.6311030741410488,6,1,2
44F8ZE41,Donn Cantrell,GTX Basic,Bubba Gump,Lost,2017-02-19,2017-05-19,0.0,Retail,0,0.0,89,0.5745454545454546,4,1,1
YJIH415V,Donn Cantrell,MG Advanced,Kan-code,Won,2017-02-19,2017-05-10,3222.0,Public Sector,1,3222.0,80,0.5745454545454546,3,1,2
K3DQJ796,Garret Kinder,GTX Basic,Bioplex,Lost,2017-02-19,2017-05-14,0.0,Retail,0,0.0,84,0.6097560975609756,4,1,0
6QF3D2RI,Garret Kinder,GTX Basic,Massive Dynamic,Lost,2017-02-19,2017-05-05,0.0,Banking,0,0.0,75,0.6097560975609756,0,1,0
G9565UWZ,Garret Kinder,MG Advanced,Opentech,Won,2017-02-19,2017-03-01,3348.0,Retail,1,3348.0,10,0.6097560975609756,4,1,0
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,2017-02-19,2017-05-25,0.0,Shipping,0,0.0,95,0.6477272727272727,5,1,1
2BWZLXZ8,Kami Bicknell,GTXPro,Newex,Won,2017-02-19,2017-03-05,4216.0,Energy,1,4216.0,14,0.6397058823529411,1,1,0
2QHRL8CW,Moses Frase,GTX Basic,Stanredtax,Won,2017-02-19,2017-05-28,404.0,Retail,1,404.0,98,0.6615384615384615,4,1,1
RFYAI0WA,Rosie Papadopoulos,GTX Plus Pro,Initech,Lost,2017-02-19,2017-06-08,0.0,Banking,0,0.0,109,0.6446280991735537,0,1,0
WH0DJCGL,Rosie Papadopoulos,MG Special,Zathunicon,Lost,2017-02-19,2017-06-14,0.0,Retail,0,0.0,115,0.6446280991735537,4,1,0
LCW83256,Rosie Papadopoulos,GTXPro,Sumace,Won,2017-02-19,2017-03-04,5260.0,Energy,1,5260.0,13,0.6446280991735537,1,1,1
IHFM8QXN,Vicki Laflamme,GTX Plus Basic,Kan-code,Lost,2017-02-19,2017-03-07,0.0,Public Sector,0,0.0,16,0.6368876080691642,3,1,1
QCY951QA,Violet Mclelland,MG Special,Donquadtech,Won,2017-02-19,2017-05-06,51.0,Shipping,1,51.0,76,0.6321243523316062,5,1,0
